id,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
00e713bd,0.9997711,0.0036076137,-0.019834947,-0.0028516275,-0.0049618897,-0.003827557,-0.00045892617,-0.00034837602,0.0013427064,0.00021537054,1.9602123e-05,0.0002630476,-0.0008422855,0.00014676925,0.00031817175,0.00035960117,9.402521e-05,-8.676552e-06,0.00041973195,0.00022755521,-0.00016871067,-2.8309041e-05,0.00021489874,-8.205742e-05,7.400648e-05,1.9175795e-05,3.126175e-05,1.0794038e-05,1.40790125e-05,-5.467403e-05,-1.2009827e-05,2.3244404e-05,4.126946e-05,-1.3151929e-05,1.2584579e-05,7.0301803e-07,-1.46208595e-05,-2.3663406e-05,2.685794e-05,-5.7490382e-05,4.87903e-06,-6.2092855e-05,-6.255309e-05,-1.6898906e-05,-2.1284131e-05,9.840042e-06,-1.8414425e-05,1.8933424e-05,-6.970313e-07,-1.485053e-05,3.2681533e-06,-3.3421115e-06,-3.4484128e-06,1.7023971e-05,-4.8489757e-05,5.961445e-06,-1.1220971e-05,1.7132885e-06,-1.7870841e-05,5.66149e-06,-7.667618e-06,-4.379015e-06,1.222094e-05,-6.626642e-06
00f0737e,0.99785864,-0.02817706,0.058280617,-0.000888652,0.0049511003,-0.0033409228,-0.00039857978,0.0056067044,-0.0028537875,-0.00060150825,0.002573599,-0.00071988534,0.0009896884,-0.00060201605,-0.00032528068,-0.0011653387,-0.00021468179,-0.0002365061,0.00027846356,-0.000114004564,-0.0001012807,0.000111613714,0.00087854225,-0.00012714675,-1.3589941e-05,0.00011495523,1.6355602e-06,1.8799925e-06,-0.00010374153,-1.1924611e-06,-8.654589e-05,-1.7849821e-05,-6.025066e-05,-4.420374e-05,4.4182165e-05,2.210017e-05,-7.017672e-07,-5.4603956e-05,5.0372375e-05,5.254675e-05,-1.9588348e-05,2.4943649e-05,-3.7975406e-07,-1.898776e-06,-1.786158e-06,-2.4407935e-05,3.787877e-05,-2.2405504e-05,-1.39818585e-05,1.10611845e-05,8.442613e-07,-5.635148e-05,-4.206028e-05,-1.7810818e-05,6.4477004e-05,1.6467098e-05,2.428378e-05,4.7473072e-06,9.493824e-06,4.7186797e-05,-7.026487e-06,6.345789e-06,-1.1222763e-05,-6.515222e-06
00f8e84c,0.9956149,-0.08469138,-0.039211795,-0.00069043547,-0.0056076604,0.0019784456,-0.00042788382,-0.0018654977,0.00083273073,8.472309e-06,2.6644693e-05,-0.00024153653,0.0005139461,-0.00024083367,-0.00017874518,-2.915086e-05,-4.8869737e-05,1.952317e-05,-0.00010780921,-1.2575742e-05,-8.026384e-06,-5.3512726e-05,-5.404375e-05,-1.9246796e-05,-1.2257727e-05,4.2119515e-05,-7.8690455e-06,-4.7770154e-06,1.657839e-05,-4.9780615e-06,-1.7722285e-05,2.4664525e-05,1.0272187e-05,-2.2539807e-06,1.6879216e-05,-6.4663195e-06,-4.1766638e-05,-2.9487315e-05,8.626656e-06,-5.161355e-05,2.2150698e-06,-6.814394e-05,-7.007896e-05,-2.497013e-05,-2.9798406e-05,3.4841867e-06,-6.377314e-06,1.5846506e-05,-8.209338e-06,-1.11712325e-05,1.4466051e-05,1.652188e-06,-1.0232572e-05,2.5243677e-05,-3.4861e-05,-5.083072e-06,-7.3263427e-06,-1.5234077e-05,-1.7406228e-05,-1.7685118e-06,-7.547361e-06,-2.8162922e-06,1.2618451e-05,-2.1155556e-06
00fc9a6a,0.9943688,0.10291798,0.016010229,0.01716946,0.0028159365,-0.0011522135,0.0009892434,-0.0015257855,0.00035774155,-0.00081226707,0.0007772995,-0.0018183211,0.00038074516,0.0017765388,-0.0012895167,-0.00029421182,0.0009253537,-0.00032886243,9.346608e-05,3.9821265e-05,0.0019719494,-0.003893182,0.0012926796,-0.0022546602,0.0013163611,-0.0016309601,0.000737817,-0.002390397,-0.0013532061,-0.0010635029,0.0011465021,-0.0032871603,0.0004825571,0.0008309123,-0.0007502105,-8.8452005e-05,0.0009043575,-0.00019847434,-0.001126825,0.0008721744,0.0011706976,-0.00017085027,-5.9139846e-05,0.00048484455,0.00029151927,0.0010004865,0.00014222508,-3.4242716e-05,1.3761075e-05,-3.3599663e-05,0.00014528481,-0.00011497257,7.661702e-05,-3.6631478e-05,0.00015687493,-0.00014239262,0.00016284219,0.00016434625,0.00014938973,0.0001565275,-0.0010558757,-0.0006141921,-0.0003623909,0.0005778866
0144e4d5,0.99831444,-0.05321624,-0.019641155,0.0032089776,0.0112178745,0.0017274318,-0.00062536076,-0.0021438925,0.00058245845,-0.00027725933,0.0013634914,0.000668202,0.00058580237,-0.00016176321,0.0009785283,0.0011652465,-0.00019561163,0.00030838788,-0.00051352096,0.00048762874,0.00015592326,-0.00030556569,-0.000737509,0.00010884966,-0.00011826883,-5.7564885e-05,-0.000109389635,8.95067e-05,-3.868052e-05,-5.2603547e-05,2.970399e-05,-3.3139335e-05,4.0272203e-05,-1.3329443e-05,-6.021618e-05,1.3747276e-05,-8.7851775e-05,-9.914722e-06,7.000911e-05,-4.337282e-05,5.6373054e-05,-9.6971016e-05,-9.4963725e-05,-1.2993023e-05,-1.0084915e-05,1.6821563e-05,-4.993498e-05,4.63899e-06,1.7877595e-05,-2.8431587e-05,1.2686842e-05,2.4885008e-05,2.1460879e-05,-4.3284803e-05,0.00010493868,-2.7119388e-05,5.699598e-05,5.625509e-05,1.627742e-05,-3.9247774e-05,2.5403524e-05,3.5271319e-06,-2.9630459e-05,2.4176914e-05
014e7ae9,0.9997207,0.020671636,0.009732659,-0.003162478,0.0014065902,0.0014852833,4.9392e-05,0.0030105326,-0.0006895418,-0.001217981,0.00092000735,-0.00011238099,0.00042657112,0.0013868232,-0.00019806494,0.0003580471,-0.000323323,0.0022285602,0.0004036782,-9.483365e-05,0.0005134814,4.720753e-05,0.00012269293,-0.0004941093,7.278057e-05,0.00022975102,0.0003531016,0.0007480906,0.00032020078,9.239451e-05,-9.729559e-05,0.0008647774,-5.554474e-05,0.00027037933,-0.0002031046,-1.2702319e-06,5.521423e-05,-2.382449e-05,-0.00013453049,0.0002969532,7.666948e-06,1.1289949e-05,0.00011799816,-8.678179e-05,-1.7123106e-05,-0.00023774225,-0.0002944689,1.0247551e-06,-0.00022174972,5.077432e-05,-9.150696e-05,-0.00010795815,5.373898e-06,-7.056472e-05,6.7920732e-06,3.3025346e-05,-8.112075e-05,-2.245884e-05,-0.00030271706,0.00026622415,-3.5064706e-05,5.0352755e-05,5.1133407e-05,2.7111431e-05
015aa732,0.99889624,-0.04575123,0.010130512,-0.0006068764,0.00095122244,-0.0014770341,-0.00042381635,0.0019568487,0.0004951068,0.001347864,0.00047199722,-0.0006483216,-0.00053706614,0.000103778504,7.390238e-05,-6.439237e-05,-7.21918e-05,-6.215985e-05,-7.4623946e-05,-0.00046006,0.00010826341,-0.00011059615,6.607703e-05,7.2376915e-06,-0.00017486617,5.1099596e-05,8.521269e-06,3.7752397e-05,1.31820025e-05,-1.9087747e-05,-3.4220243e-06,-1.20120585e-05,8.4624375e-08,6.369925e-06,-1.9290235e-05,-8.777694e-06,2.5883312e-05,7.474486e-05,-3.866287e-05,7.5175514e-05,-2.571259e-05,0.0001383008,0.00012334183,3.5668723e-05,1.9532588e-05,-2.6182563e-05,6.4001943e-06,-1.4651817e-05,3.850279e-05,2.758615e-05,1.590286e-05,-4.6251907e-07,-2.5390149e-05,2.8638706e-05,-8.377292e-06,1.3931659e-05,-1.3508009e-05,-1.0077394e-05,-1.7762679e-05,1.2553021e-05,-3.46003e-05,-3.2414526e-05,5.014727e-05,-5.6204706e-05
0178a105,0.9782079,0.20710658,-0.013112272,-0.0033620314,0.0014341385,-0.0027142912,0.000976628,-0.0010093651,-0.0011480656,-2.9811452e-05,0.0022975167,0.0023659938,-0.0014583223,-6.9463356e-05,-0.0006810882,0.00047876462,-0.00024373116,0.00048017997,-0.0013133626,-0.00057868037,-0.00081853004,0.00036796293,0.00073213555,-0.00034760174,-0.00015519203,0.0004986579,6.4187516e-05,-6.253193e-05,-0.00010481629,-1.4418061e-06,-3.79322e-07,-0.00022038567,0.00014277484,3.17538e-05,0.00044997988,-5.150676e-06,6.550096e-05,-0.00015554471,3.8774117e-05,0.00015599438,-0.00014999947,0.00019376619,0.00013944249,0.00010110266,-3.879853e-05,-0.00016697124,-8.696836e-05,-2.0859181e-05,0.00025599718,-6.972983e-06,-4.579297e-05,-0.00015872926,-2.2182907e-05,5.1117564e-05,-1.0856214e-05,2.3286873e-05,5.2697582e-05,2.642083e-05,0.000112888636,2.8314082e-05,0.00011516661,3.761134e-06,-1.8837029e-05,2.081496e-05
0182aa1c,0.9999551,0.0010484983,-0.007895342,-0.0019744511,-0.00160312,-0.0042512193,-0.0004943239,0.0006342842,-0.00021840398,-0.00039975013,0.0002331907,-0.00021027582,-0.00017270075,-9.570447e-05,-5.788537e-05,-0.00021998813,-0.00010466474,-6.662418e-05,-0.00010645724,-0.0004873911,0.00015826918,0.00025169755,-0.0004489075,-4.9709466e-05,0.000106168736,3.8739738e-05,-3.7457856e-05,3.203886e-05,4.365205e-06,-2.2196698e-05,-3.1102285e-05,-1.986109e-05,-4.0118985e-06,-1.0323103e-05,2.0669095e-05,1.5510233e-05,-7.125966e-05,-7.2141695e-05,2.5777654e-05,-3.0829153e-05,3.358587e-05,-9.307765e-05,-7.083918e-05,-2.9249437e-05,-2.3485145e-05,-6.2067484e-06,-7.716389e-06,1.1184553e-05,-9.76155e-06,-5.40076e-06,2.4933019e-05,7.127341e-06,1.3234798e-05,-8.989449e-06,1.3996458e-05,-5.278619e-06,5.341812e-07,3.818549e-06,1.01358555e-05,-1.8237954e-05,-5.35972e-07,-5.3190615e-06,-4.2830766e-06,4.356292e-06
0190ff4c,0.99815553,-0.059878904,-0.0093909195,-0.00087598735,-0.000112486065,-0.0015720057,-0.00058845966,-0.0013191524,0.0019851534,-0.00055735925,0.00088424067,0.0004405924,-0.00050955,7.971235e-05,3.8951195e-05,-0.00016172913,-0.00015908579,0.00010996001,-0.000517516,-0.00046489583,0.00014354389,0.00037904835,-0.00038679378,-0.00010795778,0.00018607167,0.00013606774,-8.4057836e-05,4.7549154e-05,-1.2700913e-05,-4.542262e-05,-4.724452e-06,-4.067035e-05,-2.0236206e-07,-2.2896544e-05,3.2059026e-05,2.7087526e-05,-8.657039e-05,-7.9406935e-05,4.2151903e-05,-2.7392845e-05,2.0431924e-05,-0.00011603723,-0.00010612651,-3.5543933e-05,-2.9051094e-05,-1.0157664e-05,-3.085054e-05,2.1683809e-05,9.351349e-06,-2.1522981e-05,1.7378243e-05,1.04429655e-05,2.154104e-05,-3.477682e-05,8.471411e-05,-2.6491785e-05,3.0398509e-05,5.5931192e-05,3.304994e-05,-4.2421158e-05,1.4816518e-05,3.4436385e-07,-3.1594966e-05,2.2535769e-05
01963e20,0.99233264,0.11671286,0.037871942,-0.008493995,-0.011798211,0.0012311661,3.5691435e-05,0.002375031,-4.473e-05,-0.00054714223,9.805254e-05,0.0002539531,-0.00022027484,-7.790904e-05,0.00021958293,3.8448325e-05,0.00013688828,-0.0002150896,0.00072065316,0.00016866313,-0.0001646517,0.00031534422,0.000108937864,-1.4158707e-05,0.0002911136,-0.00011460749,-6.956175e-07,-1.3623782e-06,-7.4749846e-06,-2.7858896e-05,-1.08663335e-05,3.3516993e-05,4.074552e-06,-3.2514472e-06,-2.5792007e-05,-3.159775e-06,1.9825799e-05,2.8149656e-05,-2.0191236e-07,3.8027545e-05,1.1669177e-05,0.00010391683,6.025312e-05,8.767178e-06,6.3048706e-06,-1.2128455e-05,3.5831294e-05,-2.673803e-05,-2.8228646e-05,9.664607e-06,-1.2875674e-05,1.2493198e-05,-5.8343835e-07,6.7984765e-06,-6.5278055e-06,1.6329413e-05,-1.065246e-05,9.881838e-06,2.119935e-05,9.739651e-06,-5.369314e-07,7.770943e-06,1.2575762e-05,-1.7355899e-07
019737b6,0.99954116,-0.026796628,-0.01368557,-0.0018650854,-0.0014981648,0.00086956326,-0.00041014404,-0.00083095254,0.0018681,-0.00055577746,0.00057200145,0.00023621795,-9.8891025e-05,-7.7950484e-05,-1.832094e-05,-9.9588746e-05,-0.00017564346,0.00019968567,-0.000521547,9.310253e-05,-8.295192e-05,1.17231075e-05,0.00036496,-8.77241e-05,-3.3699678e-05,0.00013354521,-1.5502923e-05,3.7362844e-07,-9.265593e-06,-1.873579e-05,-2.5338726e-05,2.8662805e-06,1.395062e-05,-2.6567608e-05,2.5411857e-05,4.64353e-06,-1.696352e-05,-3.4308225e-05,1.433641e-05,-4.6063655e-05,-2.2129067e-05,-5.954802e-05,-6.117677e-05,-3.0947525e-05,-2.0506805e-05,1.802874e-05,-1.883759e-05,1.3633589e-05,8.186661e-06,-8.152178e-06,2.047399e-05,-8.7277385e-06,-1.3066987e-05,4.3025273e-05,-5.7799218e-05,2.0345153e-06,-3.903893e-06,-1.9495614e-05,-3.2995733e-05,-4.302488e-08,-1.6840711e-05,-9.1047505e-06,1.1364658e-05,-1.2924576e-05
01992d32,0.9993444,-0.03546256,-0.006461685,-0.0010541325,0.0021569526,0.0019974983,-0.00035393378,0.0003528022,0.00033252157,0.00045170964,-5.623134e-06,-0.000118666234,0.00014146595,-0.0001309073,0.00019901586,0.00029274213,1.054613e-06,3.6716858e-05,4.3404903e-05,0.0004131274,-0.00022304665,0.00023973259,0.00039185537,-0.00014431757,0.0002414862,1.9702902e-05,-2.1455488e-05,-4.5111614e-05,-2.2607655e-05,-4.1120034e-05,-2.3219716e-05,2.3577599e-05,2.2463733e-05,-1.7916687e-05,-1.0067661e-06,-7.658536e-06,-1.1272748e-05,-2.099931e-05,2.5250762e-05,-4.0779036e-05,-1.3966635e-05,-5.5903463e-05,-5.8659472e-05,-1.4298514e-05,-2.0385814e-05,-3.6096096e-06,-7.833726e-06,1.3947553e-05,-2.0006344e-06,-1.0451707e-05,8.058986e-06,-1.12604075e-05,-8.378792e-06,2.2744642e-05,-3.1051022e-05,2.024622e-06,-1.6336797e-05,-1.3969343e-06,-1.764549e-05,1.229795e-05,-6.6968196e-06,2.8510156e-06,1.2050738e-05,-2.4598376e-06
01c359fc,0.99926674,-0.03740801,0.00013826913,-0.00299049,-0.0047018486,-0.005604476,-0.00056870177,0.00065467984,0.00038123474,0.0012494646,-0.0002612885,0.00048374932,-0.0006048997,0.00018735671,0.00026806272,0.00031929897,-1.9975054e-05,8.650265e-05,8.100566e-05,0.00062834774,-0.00018909035,-0.00013921667,0.00022744414,-2.5068392e-05,5.151087e-05,7.7382065e-05,1.5223309e-05,9.650048e-07,6.1766414e-06,-4.908397e-05,-2.5010297e-05,2.4546349e-05,3.5905017e-05,-1.465535e-05,1.7611632e-05,-9.76728e-06,-1.4743993e-07,-1.808878e-05,4.1548315e-05,-5.644585e-05,-2.7768474e-06,-6.537588e-05,-4.997323e-05,-2.1181386e-05,-2.195796e-05,1.7148179e-05,-1.0006466e-05,8.506773e-06,-6.4459823e-06,-1.2732298e-05,-5.130377e-06,2.712081e-06,-9.043282e-08,-1.5578125e-05,1.1083956e-05,-5.994089e-07,6.6457164e-06,2.2558685e-05,6.0545503e-06,5.025705e-06,-3.5238772e-06,4.9714527e-06,-9.4642555e-06,4.5781144e-06
01d0ba4b,0.9981411,-0.06063303,0.001441278,-0.0010447623,-0.0053290385,0.00094574713,-0.00036081026,0.00025588847,-0.0010855875,7.152526e-05,-0.000112313144,-0.0018053066,9.347822e-05,-0.00029472949,-7.4130454e-05,4.610193e-05,0.00011403668,-0.00010575725,0.00046341683,0.00031505933,1.5949616e-05,-0.0005321874,-0.00030305577,0.00016173547,-0.00030701084,-8.494906e-05,5.771083e-05,3.8762693e-05,8.9285695e-06,-1.1680048e-05,-1.29102755e-05,9.759802e-06,2.079875e-05,3.5028092e-06,2.492269e-05,-1.4898791e-05,-7.023561e-05,-3.8186146e-05,3.8120732e-05,-5.645931e-05,2.1100248e-05,-7.403542e-05,-8.902036e-05,-2.9605875e-05,-4.5840607e-05,-3.3923832e-06,3.153129e-05,-4.358112e-06,-1.5613638e-05,-1.216669e-05,-2.4089983e-05,1.9394858e-05,-6.396727e-06,-0.000102456186,0.0001597194,-1.9059416e-05,5.1226692e-05,5.482084e-05,7.470432e-05,-2.527252e-05,2.6036718e-05,1.3604828e-05,-3.1822325e-05,5.106059e-05
